****************************************************************************************** 
 OPINION SPAM DETECTING SYSTEM 
 TESTING RESULT 
 DESIGNED BY LONGNH & NGHIAPHT 
 UNIVERSITY OF TECHNOLOGY 
******************************************************************************************


*******************************
TEST SPAM 
*******************************
NUM 	 PRODUCT TYPE 	 EXPECTED TYPE 	 CONDITION1 	 CONDITION2 	 CONDITION3 	 CONDITION4 	 ACTUAL TYPE 	 RESULT
1	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
2	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
3	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
4	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
5	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
6	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
7	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
8	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
9	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
10	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
11	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
12	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
13	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
14	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
15	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
16	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
17	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
18	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
19	book	non-review	 false 	 false 	 false 	 false	non-spam	 fail
20	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
21	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
22	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
23	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
24	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
25	book	non-review	 true 	 - 	 - 	 -	non-review	 passed
26	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
27	phone	non-review	 false 	 false 	 false 	 false	non-spam	 fail
28	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
29	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
30	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
31	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
32	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
33	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
34	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
35	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
36	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
37	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
38	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
39	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
40	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
41	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
42	laptop	non-review	 true 	 - 	 - 	 -	non-review	 passed
43	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
44	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
45	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
46	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
47	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
48	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
49	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
50	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
51	camera	non-review	 false 	 false 	 false 	 false	non-spam	 fail
52	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
53	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
54	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
55	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
56	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
57	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
58	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
59	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
60	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
61	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
62	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
63	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
64	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
65	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
66	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
67	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
68	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
69	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
70	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
71	camera	non-review	 true 	 - 	 - 	 -	non-review	 passed
72	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
73	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
74	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
75	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
76	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
77	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
78	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
79	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
80	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
81	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
82	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
83	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
84	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
85	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
86	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
87	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
88	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
89	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
90	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
91	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
92	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
93	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
94	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
95	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
96	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
97	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
98	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
99	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed
100	phone	non-review	 true 	 - 	 - 	 -	non-review	 passed


*******************************
