****************************************************************************************** 
 OPINION SPAM DETECTING SYSTEM 
 TESTING RESULT 
 DESIGNED BY LONGNH & NGHIAPHT 
 UNIVERSITY OF TECHNOLOGY 
******************************************************************************************


*******************************
TEST SPAM 
*******************************
NUM 	 PRODUCT TYPE 	 EXPECTED TYPE 	 CONDITION1 	 CONDITION2 	 CONDITION3 	 CONDITION4 	 ACTUAL TYPE 	 RESULT
301	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
302	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
303	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
304	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
305	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
306	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
307	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
308	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
309	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
310	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
311	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
312	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
313	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
314	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
315	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
316	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
317	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
318	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
319	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
320	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
321	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
322	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
323	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
324	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
325	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
326	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
327	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
328	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
329	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
330	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
331	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
332	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
333	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
334	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
335	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
336	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
337	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
338	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
339	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
340	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
341	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
342	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
343	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
344	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
345	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
346	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
347	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
348	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
349	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
350	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
351	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
352	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
353	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
354	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
355	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
356	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
357	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
358	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
359	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
360	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
361	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
362	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
363	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
364	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
365	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
366	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
367	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
368	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
369	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
370	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
371	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
372	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
373	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
374	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
375	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
376	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
377	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
378	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
379	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
380	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
381	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
382	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
383	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
384	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
385	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
386	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
387	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
388	hotel	untruthful	 false 	 false 	 false 	 false	non-spam	 fail
389	hotel	untruthful	 false 	 false 	 false 	 true	untruthful	 passed
